Title,Venue,Room,Date,Start Time,End Date,End Time,Priority/Premium,Audience Type,Extended Q&A,Countries,Languages,Programme or Series,Directors,Region Availability
The Happiest Man in the World,Scotiabank Theatre Toronto,Scotiabank 7,Thu Sep 08,09:40,Thu Sep 08,11:15,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"North Macedonia,Belgium,Slovenia,Denmark,Croatia,Bosnia and Herzegovina",Bosnian,Contemporary World Cinema,Teona Strugar Mitevska,
The Happiest Man in the World,Scotiabank Theatre Toronto,Scotiabank 13,Fri Sep 09,21:15,Fri Sep 09,23:20,No,General Public,No,"North Macedonia,Belgium,Slovenia,Denmark,Croatia,Bosnia and Herzegovina",Bosnian,Contemporary World Cinema,Teona Strugar Mitevska,
The Happiest Man in the World,Scotiabank Theatre Toronto,Scotiabank 6,Tue Sep 13,14:10,Tue Sep 13,15:45,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"North Macedonia,Belgium,Slovenia,Denmark,Croatia,Bosnia and Herzegovina",Bosnian,Contemporary World Cinema,Teona Strugar Mitevska,
The Happiest Man in the World,Scotiabank Theatre Toronto,Scotiabank 13,Tue Sep 13,21:15,Tue Sep 13,23:20,No,General Public,No,"North Macedonia,Belgium,Slovenia,Denmark,Croatia,Bosnia and Herzegovina",Bosnian,Contemporary World Cinema,Teona Strugar Mitevska,
The Hotel,Scotiabank Theatre Toronto,Scotiabank 4,Thu Sep 08,12:30,Thu Sep 08,14:23,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Chinese Hong Kong,"Mandarin, Chinese Hubei dialect, Thai",Contemporary World Cinema,Wang Xiaoshuai,
The Hotel,Scotiabank Theatre Toronto,Scotiabank 1,Fri Sep 09,13:00,Fri Sep 09,15:23,No,General Public,No,Chinese Hong Kong,"Mandarin, Chinese Hubei dialect, Thai",Contemporary World Cinema,Wang Xiaoshuai,
The Hotel,Scotiabank Theatre Toronto,Scotiabank 14,Sun Sep 11,21:45,Mon Sep 12,00:08,No,General Public,No,Chinese Hong Kong,"Mandarin, Chinese Hubei dialect, Thai",Contemporary World Cinema,Wang Xiaoshuai,
The Hotel,Scotiabank Theatre Toronto,Scotiabank 6,Thu Sep 15,14:10,Thu Sep 15,16:03,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Chinese Hong Kong,"Mandarin, Chinese Hubei dialect, Thai",Contemporary World Cinema,Wang Xiaoshuai,
The Hotel,Scotiabank Theatre Toronto,Scotiabank 10,Sat Sep 17,15:15,Sat Sep 17,17:38,No,General Public,No,Chinese Hong Kong,"Mandarin, Chinese Hubei dialect, Thai",Contemporary World Cinema,Wang Xiaoshuai,
The Hummingbird,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 10,09:35,Sat Sep 10,11:41,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Italy,France",Italian,Gala Presentations,Francesca Archibugi,
The Hummingbird,Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 16,13:40,Fri Sep 16,15:46,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Italy,France",Italian,Gala Presentations,Francesca Archibugi,
The Hummingbird,Roy Thomson Hall,Roy Thomson Hall,Fri Sep 16,21:00,Fri Sep 16,23:36,No,General Public,No,"Italy,France",Italian,Gala Presentations,Francesca Archibugi,
The Hummingbird,Scotiabank Theatre Toronto,Scotiabank 4,Sat Sep 17,18:30,Sat Sep 17,21:06,No,General Public,No,"Italy,France",Italian,Gala Presentations,Francesca Archibugi,
The Hummingbird,Scotiabank Theatre Toronto,Scotiabank 4,Sun Sep 18,12:30,Sun Sep 18,15:06,No,General Public,No,"Italy,France",Italian,Gala Presentations,Francesca Archibugi,
The Inspection,Royal Alexandra Theatre,Royal Alexandra Theatre,Thu Sep 08,20:30,Thu Sep 08,22:40,No,General Public,No,United States of America,English,Discovery,Elegance Bratton,
The Inspection,Scotiabank Theatre Toronto,Scotiabank 1,Fri Sep 09,09:00,Fri Sep 09,10:40,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Discovery,Elegance Bratton,
The Inspection,Scotiabank Theatre Toronto,Scotiabank 2,Sat Sep 10,11:30,Sat Sep 10,13:40,No,General Public,No,United States of America,English,Discovery,Elegance Bratton,
The Inspection,Scotiabank Theatre Toronto,Scotiabank 2,Fri Sep 16,11:30,Fri Sep 16,13:40,No,General Public,No,United States of America,English,Discovery,Elegance Bratton,
The King's Horseman,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sat Sep 10,15:30,Sat Sep 10,17:06,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Nigeria,Yoruba,Special Presentations,Biyi Bandele,
The King's Horseman,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sat Sep 10,17:45,Sat Sep 10,19:51,No,General Public,No,Nigeria,Yoruba,Special Presentations,Biyi Bandele,
The King's Horseman,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Wed Sep 14,21:30,Wed Sep 14,23:36,No,General Public,No,Nigeria,Yoruba,Special Presentations,Biyi Bandele,
The King's Horseman,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sat Sep 17,18:30,Sat Sep 17,20:36,No,General Public,No,Nigeria,Yoruba,Special Presentations,Biyi Bandele,
The Kingdom Exodus,Scotiabank Theatre Toronto,Scotiabank 11,Fri Sep 09,15:35,Fri Sep 09,17:35,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Denmark,"Danish, Swedish, English",Primetime,Lars von Trier,
The Kingdom Exodus,Scotiabank Theatre Toronto,Scotiabank 12,Mon Sep 12,16:30,Mon Sep 12,19:10,No,General Public,No,Denmark,"Danish, Swedish, English",Primetime,Lars von Trier,
The Lost King,Royal Alexandra Theatre,Royal Alexandra Theatre,Fri Sep 09,17:00,Fri Sep 09,19:18,Yes,General Public,No,United Kingdom,English,Special Presentations,Stephen Frears,
The Lost King,Scotiabank Theatre Toronto,Scotiabank 4,Sat Sep 10,09:30,Sat Sep 10,11:18,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,English,Special Presentations,Stephen Frears,
The Lost King,Scotiabank Theatre Toronto,Scotiabank 4,Sat Sep 10,15:30,Sat Sep 10,17:48,No,General Public,No,United Kingdom,English,Special Presentations,Stephen Frears,
The Lost King,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Fri Sep 16,21:00,Fri Sep 16,23:18,No,General Public,No,United Kingdom,English,Special Presentations,Stephen Frears,
The Lost King,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sun Sep 18,10:00,Sun Sep 18,12:18,No,General Public,No,United Kingdom,English,Special Presentations,Stephen Frears,
The Maiden,Scotiabank Theatre Toronto,Scotiabank 8,Mon Sep 12,15:05,Mon Sep 12,17:02,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Canada,United States of America",English,Contemporary World Cinema,Graham Foy,
The Maiden,Scotiabank Theatre Toronto,Scotiabank 13,Mon Sep 12,18:20,Mon Sep 12,20:47,No,General Public,No,"Canada,United States of America",English,Contemporary World Cinema,Graham Foy,
The Maiden,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Thu Sep 15,21:30,Thu Sep 15,23:57,No,General Public,No,"Canada,United States of America",English,Contemporary World Cinema,Graham Foy,
The Maiden,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sat Sep 17,21:30,Sat Sep 17,23:57,No,General Public,No,"Canada,United States of America",English,Contemporary World Cinema,Graham Foy,
The Menu,Royal Alexandra Theatre,Royal Alexandra Theatre,Sat Sep 10,20:30,Sat Sep 10,22:47,Yes,General Public,No,United States of America,English,Special Presentations,Mark Mylod,
The Menu,Scotiabank Theatre Toronto,Scotiabank 12,Sun Sep 11,08:55,Sun Sep 11,10:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Mark Mylod,
The Menu,Scotiabank Theatre Toronto,Scotiabank 1,Mon Sep 12,21:00,Mon Sep 12,23:17,No,General Public,No,United States of America,English,Special Presentations,Mark Mylod,
The Menu,Scotiabank Theatre Toronto,Scotiabank 2,Thu Sep 15,15:00,Thu Sep 15,17:17,No,General Public,No,United States of America,English,Special Presentations,Mark Mylod,
The Origin of Evil,Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 09,11:45,Fri Sep 09,13:48,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"France,Canada",French,Contemporary World Cinema,Sébastien Marnier,
The Origin of Evil,Scotiabank Theatre Toronto,Scotiabank 1,Wed Sep 14,21:00,Wed Sep 14,23:33,No,General Public,No,"France,Canada",French,Contemporary World Cinema,Sébastien Marnier,
The Origin of Evil,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Thu Sep 15,22:00,Fri Sep 16,00:33,No,General Public,No,"France,Canada",French,Contemporary World Cinema,Sébastien Marnier,
The Origin of Evil,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 17,12:45,Sat Sep 17,15:18,No,General Public,No,"France,Canada",French,Contemporary World Cinema,Sébastien Marnier,
The People's Joker,Scotiabank Theatre Toronto,Scotiabank 8,Sat Sep 10,21:05,Sat Sep 10,22:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,Vera Drew,
The People's Joker,Royal Alexandra Theatre,Royal Alexandra Theatre,Tue Sep 13,23:59,Wed Sep 14,02:01,No,General Public,No,United States of America,English,Midnight Madness,Vera Drew,
The People's Joker,Scotiabank Theatre Toronto,Scotiabank 2,Wed Sep 14,19:30,Wed Sep 14,21:32,No,General Public,No,United States of America,English,Midnight Madness,Vera Drew,
The People's Joker,Scotiabank Theatre Toronto,Scotiabank 6,Thu Sep 15,08:50,Thu Sep 15,10:22,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,Vera Drew,
The People's Joker,Scotiabank Theatre Toronto,Scotiabank 4,Sat Sep 17,15:30,Sat Sep 17,17:32,No,General Public,No,United States of America,English,Midnight Madness,Vera Drew,
The Return of Tanya Tucker: Featuring Brandi Carlile,Scotiabank Theatre Toronto,Scotiabank 1,Sun Sep 11,18:00,Sun Sep 11,20:18,No,General Public,No,United States of America,English,Special Presentations,Kathlyn Horan,
The Return of Tanya Tucker: Featuring Brandi Carlile,Scotiabank Theatre Toronto,Scotiabank 3,Mon Sep 12,11:45,Mon Sep 12,14:03,No,General Public,No,United States of America,English,Special Presentations,Kathlyn Horan,
The Return of Tanya Tucker: Featuring Brandi Carlile,Scotiabank Theatre Toronto,Scotiabank 1,Tue Sep 13,13:00,Tue Sep 13,14:48,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Kathlyn Horan,
The Return of Tanya Tucker: Featuring Brandi Carlile,Scotiabank Theatre Toronto,Scotiabank 4,Sat Sep 17,09:30,Sat Sep 17,11:48,No,General Public,No,United States of America,English,Special Presentations,Kathlyn Horan,
The Son,Roy Thomson Hall,Roy Thomson Hall,Mon Sep 12,21:00,Mon Sep 12,23:33,Yes,General Public,No,United Kingdom,English,Gala Presentations,Florian Zeller,
The Son,Scotiabank Theatre Toronto,Scotiabank 1,Tue Sep 13,09:00,Tue Sep 13,11:03,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,English,Gala Presentations,Florian Zeller,
The Son,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Tue Sep 13,12:00,Tue Sep 13,14:33,No,General Public,No,United Kingdom,English,Gala Presentations,Florian Zeller,
The Swearing Jar,Scotiabank Theatre Toronto,Scotiabank 1,Sun Sep 11,21:30,Sun Sep 11,23:51,No,General Public,No,Canada,English,Contemporary World Cinema,Lindsay MacKay,
The Swearing Jar,Scotiabank Theatre Toronto,Scotiabank 7,Mon Sep 12,12:40,Mon Sep 12,14:31,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Contemporary World Cinema,Lindsay MacKay,
The Swearing Jar,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Thu Sep 15,16:00,Thu Sep 15,18:21,No,General Public,No,Canada,English,Contemporary World Cinema,Lindsay MacKay,
The Swimmers,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Thu Sep 08,18:00,Thu Sep 08,20:44,Yes,General Public,No,United Kingdom,"English, Arabic",Gala Presentations,Sally El Hosaini,
The Swimmers,Roy Thomson Hall,Roy Thomson Hall,Thu Sep 08,20:00,Thu Sep 08,22:44,Yes,General Public,No,United Kingdom,"English, Arabic",Gala Presentations,Sally El Hosaini,
The Swimmers,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Fri Sep 09,09:00,Fri Sep 09,12:04,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,"English, Arabic",Gala Presentations,Sally El Hosaini,
The Swimmers,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Fri Sep 09,09:05,Fri Sep 09,11:19,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,"English, Arabic",Gala Presentations,Sally El Hosaini,
The Swimmers,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Fri Sep 09,12:00,Fri Sep 09,14:44,No,General Public,No,United Kingdom,"English, Arabic",Gala Presentations,Sally El Hosaini,
The Swimmers,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Sat Sep 17,15:00,Sat Sep 17,17:44,No,General Public,No,United Kingdom,"English, Arabic",Gala Presentations,Sally El Hosaini,
The Taste of Apples is Red,Scotiabank Theatre Toronto,Scotiabank 14,Thu Sep 08,21:30,Thu Sep 08,22:53,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Israel,Germany",Arabic,Discovery,Ehab Tarabieh,
The Taste of Apples is Red,Scotiabank Theatre Toronto,Scotiabank 9,Fri Sep 09,18:45,Fri Sep 09,20:38,No,General Public,No,"Israel,Germany",Arabic,Discovery,Ehab Tarabieh,
The Taste of Apples is Red,Scotiabank Theatre Toronto,Scotiabank 8,Wed Sep 14,12:00,Wed Sep 14,13:23,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Israel,Germany",Arabic,Discovery,Ehab Tarabieh,
The Taste of Apples is Red,Scotiabank Theatre Toronto,Scotiabank 11,Wed Sep 14,22:00,Wed Sep 14,23:53,No,General Public,No,"Israel,Germany",Arabic,Discovery,Ehab Tarabieh,
The Taste of Apples is Red,Scotiabank Theatre Toronto,Scotiabank 13,Fri Sep 16,21:00,Fri Sep 16,22:53,No,General Public,No,"Israel,Germany",Arabic,Discovery,Ehab Tarabieh,
The Umbrella Men,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 10,12:35,Sat Sep 10,14:57,No,General Public,No,South Africa,"Afrikaans, English",Contemporary World Cinema,John Barker,
The Umbrella Men,Scotiabank Theatre Toronto,Scotiabank 6,Mon Sep 12,14:10,Mon Sep 12,16:02,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,South Africa,"Afrikaans, English",Contemporary World Cinema,John Barker,
The Umbrella Men,Scotiabank Theatre Toronto,Scotiabank 14,Wed Sep 14,21:30,Wed Sep 14,23:52,No,General Public,No,South Africa,"Afrikaans, English",Contemporary World Cinema,John Barker,
The Umbrella Men,Scotiabank Theatre Toronto,Scotiabank 7,Thu Sep 15,17:40,Thu Sep 15,19:32,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,South Africa,"Afrikaans, English",Contemporary World Cinema,John Barker,
The Umbrella Men,Scotiabank Theatre Toronto,Scotiabank 11,Fri Sep 16,11:55,Fri Sep 16,14:17,No,General Public,No,South Africa,"Afrikaans, English",Contemporary World Cinema,John Barker,
The Umbrella Men,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Wed Sep 14,10:00,Wed Sep 14,11:52,No,General Public,No,South Africa,"Afrikaans, English",Contemporary World Cinema,John Barker,Canada
The Whale,Royal Alexandra Theatre,Royal Alexandra Theatre,Sun Sep 11,17:30,Sun Sep 11,19:57,Yes,General Public,No,United States of America,English,Special Presentations,Darren Aronofsky,
The Whale,Scotiabank Theatre Toronto,Scotiabank 1,Mon Sep 12,09:00,Mon Sep 12,10:57,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Darren Aronofsky,
The Whale,Scotiabank Theatre Toronto,Scotiabank 2,Mon Sep 12,11:30,Mon Sep 12,13:57,No,General Public,No,United States of America,English,Special Presentations,Darren Aronofsky,
The Woman King,Roy Thomson Hall,Roy Thomson Hall,Fri Sep 09,17:45,Fri Sep 09,20:21,Yes,General Public,No,United States of America,English,Gala Presentations,Gina Prince-Bythewood,
The Woman King,Scotiabank Theatre Toronto,Scotiabank 1,Sat Sep 10,09:00,Sat Sep 10,11:06,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Gina Prince-Bythewood,
The Woman King,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Sat Sep 10,11:00,Sat Sep 10,13:36,No,General Public,No,United States of America,English,Gala Presentations,Gina Prince-Bythewood,
The Woman King,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Thu Sep 15,18:00,Thu Sep 15,20:36,No,General Public,No,United States of America,English,Gala Presentations,Gina Prince-Bythewood,
The Wonder,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Tue Sep 13,18:45,Tue Sep 13,21:03,No,General Public,No,"United Kingdom,Ireland",English,Special Presentations,Sebastián Lelio,
The Wonder,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Wed Sep 14,09:00,Wed Sep 14,10:48,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"United Kingdom,Ireland",English,Special Presentations,Sebastián Lelio,
The Wonder,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Wed Sep 14,14:00,Wed Sep 14,16:18,No,General Public,No,"United Kingdom,Ireland",English,Special Presentations,Sebastián Lelio,
The Wonder,Royal Alexandra Theatre,Royal Alexandra Theatre,Thu Sep 15,20:30,Thu Sep 15,22:48,No,General Public,No,"United Kingdom,Ireland",English,Special Presentations,Sebastián Lelio,
The Worst Ones,Scotiabank Theatre Toronto,Scotiabank 9,Thu Sep 08,18:45,Thu Sep 08,20:24,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Contemporary World Cinema,"Romane Gueret, Lise Akoka",
The Worst Ones,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Tue Sep 13,19:00,Tue Sep 13,21:09,No,General Public,No,France,French,Contemporary World Cinema,"Romane Gueret, Lise Akoka",
The Worst Ones,Scotiabank Theatre Toronto,Scotiabank 9,Wed Sep 14,18:45,Wed Sep 14,20:54,No,General Public,No,France,French,Contemporary World Cinema,"Romane Gueret, Lise Akoka",
The Worst Ones,Scotiabank Theatre Toronto,Scotiabank 10,Sat Sep 17,09:15,Sat Sep 17,11:24,No,General Public,No,France,French,Contemporary World Cinema,"Romane Gueret, Lise Akoka",
The Young Arsonists,Scotiabank Theatre Toronto,Scotiabank 6,Sat Sep 10,11:10,Sat Sep 10,12:47,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Discovery,Sheila Pye,
The Young Arsonists,Scotiabank Theatre Toronto,Scotiabank 3,Sun Sep 11,14:15,Sun Sep 11,16:22,No,General Public,No,Canada,English,Discovery,Sheila Pye,
The Young Arsonists,Scotiabank Theatre Toronto,Scotiabank 14,Wed Sep 14,10:00,Wed Sep 14,11:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Discovery,Sheila Pye,
The Young Arsonists,Scotiabank Theatre Toronto,Scotiabank 10,Wed Sep 14,18:15,Wed Sep 14,20:22,No,General Public,No,Canada,English,Discovery,Sheila Pye,
This Place,Scotiabank Theatre Toronto,Scotiabank 8,Fri Sep 09,18:05,Fri Sep 09,19:32,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, French, Mohawk, Persian, Tamil",Discovery,V. T. Nayani,
This Place,Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 09,20:45,Fri Sep 09,22:42,No,General Public,No,Canada,"English, French, Mohawk, Persian, Tamil",Discovery,V. T. Nayani,
This Place,Scotiabank Theatre Toronto,Scotiabank 8,Fri Sep 16,12:00,Fri Sep 16,13:27,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, French, Mohawk, Persian, Tamil",Discovery,V. T. Nayani,
This Place,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Fri Sep 16,18:30,Fri Sep 16,20:27,No,General Public,No,Canada,"English, French, Mohawk, Persian, Tamil",Discovery,V. T. Nayani,
This Place,Scotiabank Theatre Toronto,Scotiabank 11,Sat Sep 17,19:35,Sat Sep 17,21:32,No,General Public,No,Canada,"English, French, Mohawk, Persian, Tamil",Discovery,V. T. Nayani,
This Place,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Wed Sep 14,10:00,Wed Sep 14,11:27,No,General Public,No,Canada,"English, French, Mohawk, Persian, Tamil",Discovery,V. T. Nayani,Canada
Thunder,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 10,17:00,Sat Sep 10,19:02,No,General Public,No,Switzerland,French,Platform,Carmen Jaquier,
Thunder,Scotiabank Theatre Toronto,Scotiabank 10,Sun Sep 11,09:15,Sun Sep 11,10:47,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Switzerland,French,Platform,Carmen Jaquier,
Thunder,Scotiabank Theatre Toronto,Scotiabank 7,Mon Sep 12,19:00,Mon Sep 12,21:02,No,General Public,No,Switzerland,French,Platform,Carmen Jaquier,
Thunder,Scotiabank Theatre Toronto,Scotiabank 3,Thu Sep 15,14:00,Thu Sep 15,15:32,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Switzerland,French,Platform,Carmen Jaquier,
Thunder,Scotiabank Theatre Toronto,Scotiabank 9,Sat Sep 17,15:45,Sat Sep 17,17:47,No,General Public,No,Switzerland,French,Platform,Carmen Jaquier,
To Kill A Tiger,Scotiabank Theatre Toronto,Scotiabank 9,Sat Sep 10,14:45,Sat Sep 10,17:20,No,General Public,No,Canada,Hindi,TIFF Docs,Nisha Pahuja,
To Kill A Tiger,Scotiabank Theatre Toronto,Scotiabank 6,Mon Sep 12,20:10,Mon Sep 12,22:15,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,Hindi,TIFF Docs,Nisha Pahuja,
To Kill A Tiger,Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 16,21:10,Fri Sep 16,23:15,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,Hindi,TIFF Docs,Nisha Pahuja,
To Kill A Tiger,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sat Sep 17,12:45,Sat Sep 17,15:20,No,General Public,No,Canada,Hindi,TIFF Docs,Nisha Pahuja,
Tora's Husband,Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 09,18:20,Fri Sep 09,21:00,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,India,Assamese,Platform,Rima Das,
Tora's Husband,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sun Sep 11,15:00,Sun Sep 11,18:10,No,General Public,No,India,Assamese,Platform,Rima Das,
Tora's Husband,Scotiabank Theatre Toronto,Scotiabank 6,Tue Sep 13,16:40,Tue Sep 13,19:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,India,Assamese,Platform,Rima Das,
Tora's Husband,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Tue Sep 13,19:00,Tue Sep 13,22:10,No,General Public,No,India,Assamese,Platform,Rima Das,
Tora's Husband,Scotiabank Theatre Toronto,Scotiabank 9,Sat Sep 17,12:05,Sat Sep 17,15:15,No,General Public,No,India,Assamese,Platform,Rima Das,
Tora's Husband,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Thu Sep 15,10:00,Thu Sep 15,12:40,No,General Public,No,India,Assamese,Platform,Rima Das,Canada
Triangle of Sadness,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Thu Sep 08,12:00,Thu Sep 08,14:23,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Sweden,United Kingdom,United States of America,France,Greece",English,Special Presentations,Ruben Östlund,
Triangle of Sadness,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Tue Sep 13,21:30,Wed Sep 14,00:23,Yes,General Public,No,"Sweden,United Kingdom,United States of America,France,Greece",English,Special Presentations,Ruben Östlund,
Triangle of Sadness,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Wed Sep 14,17:30,Wed Sep 14,20:23,No,General Public,No,"Sweden,United Kingdom,United States of America,France,Greece",English,Special Presentations,Ruben Östlund,
Under The Fig Trees,Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 09,15:40,Fri Sep 09,17:12,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Tunisia,Switzerland,France,Qatar",Arabic,Contemporary World Cinema,Erige Sehiri,
Under The Fig Trees,Scotiabank Theatre Toronto,Scotiabank 13,Tue Sep 13,18:15,Tue Sep 13,20:17,No,General Public,No,"Tunisia,Switzerland,France,Qatar",Arabic,Contemporary World Cinema,Erige Sehiri,
Under The Fig Trees,Scotiabank Theatre Toronto,Scotiabank 7,Wed Sep 14,21:40,Wed Sep 14,23:42,No,General Public,No,"Tunisia,Switzerland,France,Qatar",Arabic,Contemporary World Cinema,Erige Sehiri,
Under The Fig Trees,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 17,19:00,Sat Sep 17,21:02,No,General Public,No,"Tunisia,Switzerland,France,Qatar",Arabic,Contemporary World Cinema,Erige Sehiri,
Under The Fig Trees,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Fri Sep 16,10:00,Fri Sep 16,11:32,No,General Public,No,"Tunisia,Switzerland,France,Qatar",Arabic,Contemporary World Cinema,Erige Sehiri,Canada
Unrest,Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 09,12:10,Fri Sep 09,13:43,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Switzerland,"Swiss-German, French, Russian",Wavelengths,Cyril Schäublin,
Unrest,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sun Sep 11,21:00,Sun Sep 11,23:03,No,General Public,No,Switzerland,"Swiss-German, French, Russian",Wavelengths,Cyril Schäublin,
Unrest,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Tue Sep 13,16:00,Tue Sep 13,18:03,No,General Public,No,Switzerland,"Swiss-German, French, Russian",Wavelengths,Cyril Schäublin,
Unrest,Scotiabank Theatre Toronto,Scotiabank 10,Fri Sep 16,15:15,Fri Sep 16,17:18,No,General Public,No,Switzerland,"Swiss-German, French, Russian",Wavelengths,Cyril Schäublin,
Unruly,Scotiabank Theatre Toronto,Scotiabank 13,Sat Sep 10,17:45,Sat Sep 10,20:30,No,General Public,No,Denmark,Danish,Discovery,Malou Reymann,
Unruly,Scotiabank Theatre Toronto,Scotiabank 8,Mon Sep 12,18:05,Mon Sep 12,20:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Denmark,Danish,Discovery,Malou Reymann,
Unruly,Scotiabank Theatre Toronto,Scotiabank 8,Wed Sep 14,21:05,Wed Sep 14,23:50,No,General Public,No,Denmark,Danish,Discovery,Malou Reymann,
Unruly,Scotiabank Theatre Toronto,Scotiabank 8,Fri Sep 16,09:05,Fri Sep 16,11:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Denmark,Danish,Discovery,Malou Reymann,
